,Name,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing City,Billing Zip,Billing Province,Billing Country,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Notes,Note Attributes,Cancelled at,Payment Method,Refunded Amount,Vendor,Outstanding Balance,Employee,Location,Device ID,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment Terms Name,Next Payment Due At,new_email,New Phone,Nombre modo privado,Calle modo privado,Direccion modo privado,Company_joined,Id
4834,#1763,paid,2024-07-04 19:10:43 +0200,fulfilled,2024-07-08 10:37:58 +0200,no,EUR,58.72,5.09,12.76,63.81,,19.57,Standard Shipping,2024-07-04 19:10:42 +0200,1,Kit Paseo Passion Red - S,78.29,97.87,,True,True,fulfilled,Odense C,'5000,,DK,Odense C,'5000,,DK,Ingeborg,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,19.57,DK Moms 25 %,12.76,,,,,,,,,,,,,,,email4835@gmail.com,57375150,Name_3446,Street_3577,Addr_3543,,ID_F266CBA39A
4835,#1762,paid,2024-07-04 17:59:12 +0200,fulfilled,2024-07-08 10:37:46 +0200,no,EUR,27.0,3.95,5.38,30.95,,9.0,Estándar,2024-07-04 17:59:12 +0200,1,Arnés Comfort Forest Green - S,36.0,,,True,True,fulfilled,Quijorna,'28693,M,ES,Quijorna,'28693,M,ES,,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,9.0,ES IVA 21 %,5.38,,,,,,,,,,,Madrid,Madrid,,,email4836@hotmail.com,730436852,Name_3447,Street_3578,Addr_3544,,ID_9D6DB12E70
4836,#1761,paid,2024-07-04 17:20:13 +0200,fulfilled,2024-07-08 10:37:34 +0200,yes,EUR,42.0,3.95,7.98,45.95,,14.0,Estándar,2024-07-04 17:20:13 +0200,1,Kit Paseo Light Grey - M,56.0,70.0,,True,True,fulfilled,Barcelona,'08015,B,ES,Cerdanyola del Valles,'08290,B,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,7.98,,,,,,,,,,,Barcelona,Barcelona,,,email4837@gmail.com,+34661522396,Name_3448,Street_3579,Addr_3545,,ID_2697D15BCA
4837,#1760,paid,2024-07-04 17:16:12 +0200,fulfilled,2024-07-08 10:37:20 +0200,yes,EUR,42.0,3.95,7.98,45.95,,14.0,Estándar,2024-07-04 17:16:11 +0200,1,Kit Paseo Baby Blue - S,56.0,70.0,,True,True,fulfilled,Zaragoza,'50001,Z,ES,Zaragoza,'50001,Z,ES,,Klarna Order ID,,Klarna,0.0,RealDogs,0.0,,,,Klarna,Low,web,14.0,ES IVA 21 %,7.98,,,,,,,,,,,Zaragoza,Zaragoza,,,email4838@gmail.com,155917534,Name_3449,Street_3580,Addr_3546,,ID_0EB288217C
4838,#1759,paid,2024-07-04 15:55:52 +0200,fulfilled,2024-07-08 10:37:05 +0200,yes,EUR,42.0,3.95,7.98,45.95,,14.0,Estándar,2024-07-04 15:55:52 +0200,1,Kit paseo Lavanda Lilac - S,56.0,70.0,,True,True,fulfilled,Murcia,'30160,MU,ES,Murcia,'30160,MU,ES,LUNA,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,7.98,,,,,,,,,,,Murcia,Murcia,,,email4839@gmail.com,00 34 026 53 36 67,Name_2535,Street_3581,Addr_3547,,ID_AA21E31655
4839,#1758,paid,2024-07-04 14:42:46 +0200,fulfilled,2024-07-08 10:36:53 +0200,yes,EUR,42.0,3.95,7.98,45.95,,14.0,Estándar,2024-07-04 14:42:45 +0200,1,Kit Paseo Peach Pink - M,56.0,70.0,,True,True,fulfilled,Ferrol,'15404,C,ES,Ferrol,'15404,C,ES,Terra,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,7.98,,,,,,,,,,,La Coruña,La Coruña,,,email4840@gmail.com,+34649425784,Name_3450,Street_3582,Addr_3548,,ID_A6FDD4B458
4840,#1757,paid,2024-07-04 11:14:28 +0200,fulfilled,2024-07-08 10:36:41 +0200,yes,EUR,126.0,0.0,21.87,126.0,,42.0,Estándar,2024-07-04 11:14:27 +0200,1,Kit Paseo Honey Yellow - S,56.0,70.0,,True,True,fulfilled,Fuente alamo,'30320,MU,ES,Fuente alamo,'30320,MU,ES,,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,21.87,,,,,,,,,,,Murcia,Murcia,,,email4841@segeltorp.com,+46773451115,Name_3451,Street_3583,Addr_3549,,ID_D8E890764C
4841,#1757,,,,,,,,,,,,,,2024-07-04 11:14:27 +0200,1,Kit paseo Lavanda Lilac - XS,56.0,70.0,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,14.0,,,,,,,,,,,,,,,,,email4842@segeltorp.com,+2776248795417,,,,,
4842,#1757,,,,,,,,,,,,,,2024-07-04 11:14:27 +0200,1,Kit Paseo Forest Green - M,56.0,70.0,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,14.0,,,,,,,,,,,,,,,,,email4843@segeltorp.com,+6336432643,,,,,
4843,#1756,paid,2024-07-04 08:17:32 +0200,fulfilled,2024-07-08 10:36:28 +0200,no,EUR,27.0,4.99,5.11,31.99,,9.0,Standard Shipping,2024-07-04 08:17:31 +0200,1,Correa Baby Blue - Standard,36.0,,,True,True,fulfilled,Bingen am Rhein,'55411,,DE,Bingen am Rhein,'55411,,DE,,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,9.0,DE MwSt 19 %,5.11,,,,,,,,,,,,,,,email4844@gmail.com,16364245380,Name_3452,Street_3584,Addr_3550,,ID_4036D15BC3
4844,#1755,partially_refunded,2024-07-04 06:44:45 +0200,fulfilled,2024-07-04 09:31:43 +0200,yes,EUR,57.54,4.99,9.99,62.53,,19.18,Standard Shipping,2024-07-04 06:44:44 +0200,1,Kit Paseo Honey Yellow - XS,76.72,95.9,,True,True,fulfilled,Wuppertal,'42329,,DE,Wuppertal,'42329,,DE,,,,PayPal Express Checkout,46.25,RealDogs,0.0,,,,,Low,web,19.18,DE MwSt 19 %,9.99,,,,,,,,,,,,,,,email4845@gmail.com,364858319999,Name_3453,Street_3585,Addr_3551,,ID_7EEFF445B1
4845,#1754,paid,2024-07-03 13:52:00 +0200,fulfilled,2024-07-03 18:41:35 +0200,yes,EUR,42.0,3.95,7.98,45.95,,14.0,Estándar,2024-07-03 13:51:59 +0200,1,Kit Paseo Forest Green - S,56.0,70.0,,True,True,fulfilled,Ferrol,'15406,C,ES,Ferrol,'15406,C,ES,Luna,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,7.98,,,,,,,,,,,La Coruña,La Coruña,,,email4846@hotmail.com,275087127,Name_3454,Street_3586,Addr_3552,,ID_C2D6A10F27
4846,#1753,paid,2024-07-03 10:46:04 +0200,fulfilled,2024-07-03 18:41:25 +0200,yes,EUR,54.0,4.99,10.25,58.99,,18.0,Estándar,2024-07-03 10:46:03 +0200,1,Arnés Comfort Baby Blue - XS,36.0,,,True,True,fulfilled,Madrid,'28051,M,ES,Madrid,'28051,M,ES,Pipo (amarillo)  y Nata (azul),Klarna Order ID,,Klarna,0.0,RealDogs,0.0,,,,Klarna,Low,web,9.0,ES IVA 21 %,10.25,,,,,,,,,,,Madrid,Madrid,,,email4847@gmail.com,+34645200095,Name_3455,Street_3587,Addr_3553,,ID_ACCA9E1F53
4847,#1753,,,,,,,,,,,,,,2024-07-03 10:46:03 +0200,1,Arnés Comfort Honey Yellow - XS,36.0,,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,9.0,,,,,,,,,,,,,,,,,email4848@gmail.com,+47835197843,,,,,
4848,#1752,paid,2024-07-03 10:24:14 +0200,fulfilled,2024-07-03 18:41:12 +0200,yes,EUR,57.54,4.99,10.86,62.53,,19.18,Standard Shipping,2024-07-03 10:24:05 +0200,1,Kit Paseo Baby Blue - L,76.72,95.9,,True,True,fulfilled,Frameries,'7080,,BE,Frameries,'7080,,BE,Ymir ,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,19.18,BE TVA 21 %,10.86,,,,,,,,,,,,,,,email4849@gmail.com,0032439806203,Name_3456,Street_3588,Addr_3554,,ID_57B62C541A
4849,#1751,paid,2024-07-03 09:09:57 +0200,fulfilled,2024-07-03 18:40:58 +0200,yes,EUR,42.0,4.99,8.16,46.99,,14.0,Estándar,2024-07-03 09:09:56 +0200,1,Kit paseo Lavanda Lilac - XS,56.0,70.0,,True,True,fulfilled,Madrid,'28015,M,ES,Madrid,'28039,M,ES,Roma,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,8.16,,,,,,,,,,,Madrid,Madrid,,,email4850@gmail.com,795679513,Name_3457,Street_3589,Addr_3555,,ID_9583AACD12
4850,#1750,paid,2024-07-03 01:01:26 +0200,fulfilled,2024-07-03 18:40:46 +0200,yes,EUR,84.0,0.0,14.58,84.0,,28.0,Estándar,2024-07-03 01:01:25 +0200,1,Kit paseo Lavanda Lilac - XS,56.0,70.0,,True,True,fulfilled,Tafira Baja,'35017,GC,ES,Tafira Baja,'35017,GC,ES,Menta y Kali,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,14.58,,,,,,,,,,,Las Palmas,Las Palmas,,,email4851@hotmail.com,313371150,Name_3458,Street_3590,Addr_3556,,ID_E0D67C9D6F
4851,#1750,,,,,,,,,,,,,,2024-07-03 01:01:25 +0200,1,Kit Paseo Honey Yellow - S,56.0,70.0,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,14.0,,,,,,,,,,,,,,,,,email4852@hotmail.com,+3187317321456,,,,,
4852,#1749,paid,2024-07-02 22:54:51 +0200,fulfilled,2024-07-03 18:40:34 +0200,yes,EUR,42.0,4.99,8.16,46.99,,14.0,Estándar,2024-07-02 22:54:51 +0200,1,Kit Paseo Honey Yellow - S,56.0,70.0,,True,True,fulfilled,Sitges,'08870,B,ES,Barcelona,'08016,B,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,8.16,,,,,,,,,,,Barcelona,Barcelona,,,email4853@gmail.com,+34635686516,Name_3459,Street_3591,Addr_3557,,ID_78A4BF8B75
4853,#1748,paid,2024-07-02 21:27:54 +0200,fulfilled,2024-07-03 18:40:24 +0200,yes,EUR,42.0,4.99,8.16,46.99,,14.0,Estándar,2024-07-02 21:27:53 +0200,1,Kit Paseo Baby Blue - XS,56.0,70.0,,True,True,fulfilled,zaragoza,'50009,Z,ES,zaragoza,'50009,Z,ES,,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,8.16,,,,,,,,,,,Zaragoza,Zaragoza,,,email4854@gmail.com,586249548,Name_2424,Street_2500,Addr_2481,,ID_FFC07C311B
4854,#1747,paid,2024-07-02 16:40:30 +0200,fulfilled,2024-07-03 18:40:13 +0200,no,EUR,58.75,5.17,12.78,63.92,,19.58,Standard Shipping,2024-07-02 16:40:29 +0200,1,Kit Paseo Forest Green - S,78.33,97.87,,True,True,fulfilled,Stockholm,118 22,,SE,Stockholm,118 22,,SE,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,19.58,SE Moms 25 %,12.78,,,,,,,,,,,,,,,email4855@gmail.com,+46715658317,Name_3460,Street_3592,Addr_3558,,ID_C797D62A8E
4855,#1746,paid,2024-07-02 16:32:31 +0200,fulfilled,2024-07-03 18:39:57 +0200,no,EUR,69.0,0.0,7.29,69.0,,23.0,Estándar,2024-07-02 16:32:30 +0200,1,Kit Paseo Forest Green - M,56.0,70.0,,True,True,fulfilled,Santurtzi,'48980,BI,ES,Santurtzi,'48980,BI,ES,"Charlie
",,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,7.29,,,,,,,,,,,Vizcaya,Vizcaya,,,,039610362,Name_3154,Street_3593,Addr_3559,,ID_E8B92FD08A
4856,#1746,,,,,,,,,,,,,,2024-07-02 16:32:30 +0200,1,Arnés Comfort Baby Blue - M,36.0,,,True,False,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,9.0,,,,,,,,,,,,,,,,,,+45469432452,,,,,
4857,#1745,paid,2024-07-01 23:38:26 +0200,fulfilled,2024-07-03 18:39:46 +0200,yes,EUR,117.58,0.0,0.0,117.58,,39.18,Standard Shipping,2024-07-01 23:38:26 +0200,1,Kit Paseo Forest Green - L,78.38,97.97,,True,True,fulfilled,Zürich,'8048,,CH,Zürich,'8048,,CH,,,,Shopify Payments,0.0,RealDogs,0.01,,,,,Low,web,19.59,,,,,,,,,,,,,,,,,email4858@gmail.com,+41730332260,Name_3461,Street_3594,Addr_3560,,ID_D97B758F45
4858,#1745,,,,,,,,,,,,,,2024-07-01 23:38:26 +0200,1,Kit Paseo Pirate Black - L,78.38,97.97,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,19.59,,,,,,,,,,,,,,,,,email4859@gmail.com,+632173553477,,,,,
4859,#1744,paid,2024-07-01 22:09:45 +0200,fulfilled,2024-07-03 18:39:29 +0200,no,EUR,42.0,4.99,8.16,46.99,,14.0,Estándar,2024-07-01 22:09:45 +0200,1,Kit Paseo Honey Yellow - M,56.0,70.0,,True,True,fulfilled,Aldaia,'46960,V,ES,Aldaia,'46960,V,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,8.16,,,,,,,,,,,Valencia,Valencia,,,email4860@gmail.com,369805482,Name_3462,Street_3595,Addr_3561,,ID_FAB4D4AD0C
4860,#1743,paid,2024-07-01 21:45:23 +0200,fulfilled,2024-07-03 18:39:19 +0200,no,EUR,58.73,5.09,12.76,63.82,,19.57,Standard Shipping,2024-07-01 21:45:22 +0200,1,Kit Paseo Honey Yellow - XS,78.3,97.87,,True,True,fulfilled,København V,'1665,,DK,København V,'1665,,DK,Herman,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,19.57,DK Moms 25 %,12.76,,,,,,,,,,,,,,,email4861@live.dk,+4522561349,Name_3463,Street_3596,Addr_3562,,ID_FA92445D84
4861,#1742,paid,2024-07-01 21:38:17 +0200,fulfilled,2024-07-03 18:39:07 +0200,no,EUR,27.0,4.99,0.0,31.99,,9.0,Estándar,2024-07-01 21:38:16 +0200,1,Arnés Comfort Chocolate Brown - M,36.0,,,True,False,fulfilled,Bilbao,'48013,BI,ES,Bilbao,'48013,BI,ES,Pippa,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,9.0,ES IVA 21 %,0.0,,,,,,,,,,,Vizcaya,Vizcaya,,,email4862@hotmail.com,423924601,Name_3464,Street_3597,Addr_3563,,ID_87BA6A938C
4862,#1741,paid,2024-07-01 20:41:59 +0200,fulfilled,2024-07-03 18:38:57 +0200,no,EUR,27.0,4.99,0.0,31.99,,9.0,Estándar,2024-07-01 20:41:58 +0200,1,Arnés Comfort Chocolate Brown - XS,36.0,,,True,False,fulfilled,Donostia,'20002,SS,ES,Donostia,'20002,SS,ES,Bowie,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,9.0,ES IVA 21 %,0.0,,,,,,,,,,,Guipúzcoa,Guipúzcoa,,,,478017088,Name_3465,Street_3598,Addr_3564,,ID_A03519A25F
4863,#1740,paid,2024-07-01 20:37:47 +0200,fulfilled,2024-07-03 18:38:45 +0200,yes,EUR,42.0,4.99,8.16,46.99,,14.0,Estándar,2024-07-01 20:37:46 +0200,1,Kit Paseo Chocolate Brown - M,56.0,70.0,,True,True,fulfilled,Navalcarnero,'28600,M,ES,Navalcarnero,'28600,M,ES,Abril ,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,8.16,,,,,,,,,,,Madrid,Madrid,,,email4864@gmail.com,407357734,Name_3466,Street_3599,Addr_3565,,ID_FD676DE502
4864,#1739,paid,2024-07-01 19:44:05 +0200,fulfilled,2024-07-03 18:38:33 +0200,yes,EUR,54.0,4.99,0.0,58.99,,18.0,Estándar,2024-07-01 19:44:05 +0200,1,Arnés Comfort Baby Blue - S,36.0,,,True,False,fulfilled,Badalona,'08912,B,ES,Badalona,'08912,B,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,9.0,ES IVA 21 %,0.0,,,,,,,,,,,Barcelona,Barcelona,,,email4865@GMAIL.COM,685815342,Name_3467,Street_3600,Addr_3566,,ID_85F589448A
4865,#1739,,,,,,,,,,,,,,2024-07-01 19:44:05 +0200,1,Arnés Comfort Forest Green - S,36.0,,,True,False,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,9.0,,,,,,,,,,,,,,,,,email4866@GMAIL.COM,+6252070601986,,,,,
4866,#1738,paid,2024-07-01 18:25:22 +0200,fulfilled,2024-07-03 18:38:20 +0200,yes,EUR,42.0,4.99,8.16,46.99,,14.0,Estándar,2024-07-01 18:25:22 +0200,1,Kit Paseo Forest Green - S,56.0,70.0,,True,True,fulfilled,Badalona,'08915,B,ES,Badalona,'08915,B,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,8.16,,,,,,,,,,,Barcelona,Barcelona,,,email4867@gmail.com,284430850,Name_3468,Street_3601,Addr_3567,,ID_F334F0796A
4867,#1737,paid,2024-07-01 15:52:52 +0200,fulfilled,2024-07-03 18:38:08 +0200,yes,EUR,57.54,4.99,9.99,62.53,,19.18,Standard Shipping,2024-07-01 15:52:51 +0200,1,Kit paseo Lavanda Lilac - XS,76.72,95.9,,True,True,fulfilled,Düsseldorf,'40472,,DE,Düsseldorf,'40472,,DE,Wilma,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,19.18,DE MwSt 19 %,9.99,,,,,,,,,,,,,,,email4868@gmx.de,205554650638,Name_3469,Street_3602,Addr_3568,,ID_1C27ED267E
4868,#1736,paid,2024-07-01 15:44:27 +0200,fulfilled,2024-07-03 18:37:57 +0200,no,EUR,42.0,4.99,8.16,46.99,,14.0,Estándar,2024-07-01 15:44:26 +0200,1,Kit Paseo Pirate Black - M,56.0,70.0,,True,True,fulfilled,Barcelona,'08025,B,ES,Barcelona,'08025,B,ES,Bardo,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,8.16,,,,,,,,,,,Barcelona,Barcelona,,,email4869@outlook.com,+34622972102,Name_3470,Street_3603,Addr_3569,,ID_F3CADC2907
4869,#1735,paid,2024-07-01 15:37:16 +0200,fulfilled,2024-07-03 18:37:46 +0200,yes,EUR,27.0,4.99,0.0,31.99,,9.0,Estándar,2024-07-01 15:37:15 +0200,1,Arnés Comfort Marine Blue - XS,36.0,,,True,False,fulfilled,El Genovés,'46894,V,ES,El Genovés,'46894,V,ES,BILBO,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,9.0,ES IVA 21 %,0.0,,,,,,,,,,,Valencia,Valencia,,,email4870@gmail.com,396628652,Name_3471,Street_3604,Addr_3570,,ID_D176232183
4870,#1734,paid,2024-07-01 14:19:29 +0200,fulfilled,2024-07-03 18:37:35 +0200,yes,EUR,84.0,0.0,14.58,84.0,,28.0,Estándar,2024-07-01 14:19:29 +0200,1,Kit Paseo Forest Green - S,56.0,70.0,,True,True,fulfilled,Villaluenga de la Sagra,'45520,TO,ES,Villaluenga de la Sagra,'45520,TO,ES,Maggie y Mocca,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,14.58,,,,,,,,,,,Toledo,Toledo,,,email4871@gmail.com,697348576,Name_3422,Street_3605,Addr_3518,,ID_A4A0F81DCF
4871,#1734,,,,,,,,,,,,,,2024-07-01 14:19:29 +0200,1,Kit Paseo Honey Yellow - S,56.0,70.0,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,14.0,,,,,,,,,,,,,,,,,email4872@gmail.com,+278241453493,,,,,
4872,#1733,paid,2024-07-01 10:56:17 +0200,fulfilled,2024-07-03 18:37:20 +0200,yes,EUR,42.0,4.99,8.16,46.99,,14.0,Estándar,2024-07-01 10:56:16 +0200,1,Kit Paseo Marine Blue - M,56.0,70.0,,True,True,fulfilled,Arrigorriaga,'48480,BI,ES,Arrigorriaga,'48480,BI,ES,Cairo,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,8.16,,,,,,,,,,,Vizcaya,Vizcaya,,,email4873@hotmail.com,823402396,Name_3472,Street_3606,Addr_3571,,ID_6F6F7756D1
4873,#1732,partially_refunded,2024-06-30 23:58:39 +0200,fulfilled,2024-07-01 10:37:22 +0200,no,EUR,42.0,4.99,8.16,46.99,,14.0,Estándar,2024-06-30 23:58:38 +0200,1,Kit Paseo Forest Green - S,56.0,70.0,,True,True,fulfilled,Barcelona,'08003,B,ES,Barcelona,'08002,B,ES,Bowie,,,Shopify Payments,37.19,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,8.16,,,,,,,,,,,Barcelona,Barcelona,,,email4874@gmail.com,+34697250956,Name_3473,Street_3607,Addr_3572,,ID_E13B0144BD
4874,#1731,paid,2024-06-30 23:36:14 +0200,fulfilled,2024-07-01 10:37:08 +0200,yes,EUR,42.0,4.99,8.16,46.99,,14.0,Estándar,2024-06-30 23:36:13 +0200,1,Kit Paseo Baby Blue - M,56.0,70.0,,True,True,fulfilled,Madrid,'28004,M,ES,Madrid,'28004,M,ES,,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,8.16,,,,,,,,,,,Madrid,Madrid,,,email4875@hotmail.it,054663354,Name_0880,Street_3608,Addr_3573,,ID_1317393DDC
4875,#1730,paid,2024-06-30 20:08:03 +0200,fulfilled,2024-07-01 10:36:55 +0200,yes,EUR,8.25,4.99,2.12,13.24,,2.75,Standard Shipping,2024-06-30 20:08:03 +0200,1,Poop Bag Chocolate Brown,11.0,,,True,True,fulfilled,Berlin,'10627,,DE,Berlin,'10627,,DE,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,2.75,DE MwSt 19 %,2.12,,,,,,,,,,,,,,,email4876@icloud.com,+491396391601,Name_3474,Street_3609,Addr_3574,,ID_DCB6092FD8
4876,#1729,partially_refunded,2024-06-30 18:50:55 +0200,fulfilled,2024-07-01 10:36:41 +0200,no,EUR,42.0,4.99,8.16,46.99,,14.0,Estándar,2024-06-30 18:50:55 +0200,1,Kit Paseo Baby Blue - XS,56.0,70.0,,True,True,fulfilled,Madrid,'28005,M,ES,Madrid,'28005,M,ES,Ñoqui,,,Shopify Payments,36.2,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,8.16,,,,,,,,,,,Madrid,Madrid,,,email4877@gmail.com,930835328,Name_3475,Street_3610,Addr_3575,,ID_8A01855B9F
4877,#1728,paid,2024-06-30 18:34:52 +0200,fulfilled,2024-07-01 10:36:28 +0200,no,EUR,42.0,4.99,8.16,46.99,,14.0,Estándar,2024-06-30 18:34:51 +0200,1,Kit Paseo Pirate Black - S,56.0,70.0,,True,True,fulfilled,Ortuella,'48530,BI,ES,Ortuella,'48530,BI,ES,Troya,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,8.16,,,,,,,,,,,Vizcaya,Vizcaya,,,,574926929,Name_0388,Street_0395,Addr_0393,,ID_F5471B77D5
4878,#1727,partially_refunded,2024-06-30 11:15:54 +0200,fulfilled,2024-06-30 20:45:21 +0200,no,EUR,42.0,4.99,8.16,46.99,,14.0,Estándar,2024-06-30 11:15:53 +0200,1,Kit Paseo Chocolate Brown - M,56.0,70.0,,True,True,fulfilled,Gijón,'33204,O,ES,Gijón,'33204,O,ES,,,,PayPal Express Checkout,37.19,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,8.16,,,,,,,,,,,Asturias,Asturias,,,email4879@hotmail.com,486217973,Name_3476,Street_3611,Addr_3576,,ID_2029A0BA89
4879,#1726,paid,2024-06-30 10:55:24 +0200,fulfilled,2024-06-30 20:45:06 +0200,yes,EUR,42.0,4.99,8.16,46.99,,14.0,Estándar,2024-06-30 10:55:24 +0200,1,Kit Paseo Honey Yellow - S,56.0,70.0,,True,True,fulfilled,Madrid,'28004,M,ES,Madrid,'28004,M,ES,,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,14.0,ES IVA 21 %,8.16,,,,,,,,,,,Madrid,Madrid,,,email4880@oracle.com,283841408,Name_3477,Street_3612,Addr_3577,,ID_B429C30496
4880,#1725,paid,2024-06-30 10:42:32 +0200,fulfilled,2024-07-01 20:30:18 +0200,no,EUR,57.54,4.99,9.99,62.53,,19.18,Standard Shipping,2024-06-30 10:42:32 +0200,1,Kit Paseo Light Grey - S,76.72,95.9,,True,True,fulfilled,München,'80337,,DE,München,'80337,,DE,Barney,,,PayPal Express Checkout,0.0,RealDogs,0.0,,,,,Low,web,19.18,DE MwSt 19 %,9.99,,,,,,,,,,,,,,,email4881@hotmail.com,+4912051785844,Name_3478,Street_3613,Addr_3578,,ID_0AF119619E
4881,#1724,paid,2024-06-30 10:10:59 +0200,fulfilled,2024-07-01 12:14:09 +0200,yes,EUR,111.0,0.0,19.27,111.0,,37.0,Estándar,2024-06-30 10:10:59 +0200,1,Arnés Comfort Peach Pink - M,36.0,,,True,True,fulfilled,Figueres,'17600,GI,ES,Figueres,'17600,GI,ES,"Coco (Light grey)
Nefert (Peach pink)
Lin (Chocolate brown)
",,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,9.0,ES IVA 21 %,19.27,,,,,,,,,,,Gerona,Gerona,,,email4882@hotmail.com,759325523,Name_3479,Street_3614,Addr_3579,,ID_0BE3CFC491
4882,#1724,,,,,,,,,,,,,,2024-06-30 10:10:59 +0200,1,Kit Paseo Chocolate Brown - L,56.0,70.0,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,14.0,,,,,,,,,,,,,,,,,email4883@hotmail.com,+9512006823,,,,,
4883,#1724,,,,,,,,,,,,,,2024-06-30 10:10:59 +0200,1,Kit Paseo Light Grey - M,56.0,70.0,,True,True,fulfilled,,,,,,,,,,,,,,RealDogs,,,,,,,,14.0,,,,,,,,,,,,,,,,,email4884@hotmail.com,+6598096885537,,,,,
4884,#1723,paid,2024-06-30 09:01:43 +0200,fulfilled,2024-06-30 20:44:45 +0200,no,EUR,27.0,4.99,5.56,31.99,,9.0,Estándar,2024-06-30 09:01:42 +0200,1,Arnés Comfort Lavanda Lilac - XS,36.0,,,True,True,fulfilled,Ourense,'32001,OR,ES,Ourense,'32001,OR,ES,Roma,,,Shopify Payments,0.0,RealDogs,0.0,,,,,Low,web,9.0,ES IVA 21 %,5.56,,,,,,,,,,,Orense,Orense,,,email4885@gmail.com,990292344,Name_3480,Street_3615,Addr_3580,,ID_160B862D0D
